"salary_id";"salary"
"225";"13755.82"
"226";"15257.71"
"227";"16681.62"
"228";"10210.76"
"229";"26028.43"
"230";"6978.47"
"231";"15117.16"
"232";"9891.13"
"233";"5820.70"
"234";"24224.81"
"235";"21819.48"
"236";"19467.50"
"237";"23647.73"
"238";"18659.14"
"239";"25213.08"
"240";"11400.42"
"241";"8226.87"
"242";"16673.20"
"243";"5399.81"
"244";"24932.92"
"245";"7443.48"
"246";"3732.45"
"247";"20686.79"
"248";"19017.93"
"249";"5971.05"
"250";"4414.16"
"251";"17005.96"
"252";"25212.29"
"253";"18647.00"
"254";"3731.91"
"255";"3464.30"
"256";"17803.29"
"257";"25839.44"
"258";"2002.24"
"259";"9805.59"
"260";"23649.82"
"261";"22094.63"
"262";"4785.76"
"263";"6055.88"
"264";"23123.44"
"265";"26983.70"
"266";"16925.25"
"267";"14511.57"
"268";"8730.79"
"269";"4895.08"
"270";"4061.32"
"271";"18222.80"
"272";"8029.82"
"273";"20361.07"
"274";"11221.96"
"275";"19516.97"
"276";"7035.24"
"277";"15414.42"
"278";"19027.24"
"279";"11746.38"
"280";"25034.68"
"281";"23349.49"
"282";"23273.56"
"283";"18052.68"
"284";"3133.86"
"285";"19848.62"
"286";"6016.82"
"287";"7506.27"
"288";"20188.96"
"289";"19028.19"
"290";"20486.92"
"291";"6848.18"
"292";"13330.68"
"293";"9565.45"
"294";"21256.93"
"295";"11768.78"
"296";"10327.86"
"297";"18424.64"
"298";"17531.04"
"299";"16646.83"
"300";"17668.74"
"301";"17801.98"
"302";"20190.90"
"303";"7152.14"
"304";"17059.04"
"305";"14195.77"
"306";"20965.41"
"307";"21056.71"
"308";"7970.49"
"309";"16285.18"
"310";"12609.16"
"311";"3469.91"
"312";"14776.65"
"313";"24957.42"
"314";"25786.80"
"315";"13976.15"
"316";"13864.62"
"317";"5829.63"
"318";"22460.89"
"319";"2058.91"
"320";"8671.66"
"321";"11111.04"
"322";"12414.06"
"323";"22640.31"
"324";"21295.92"
"325";"10702.12"
"326";"25568.52"
"327";"19790.31"
"328";"8830.00"
"329";"6877.92"
"330";"18252.21"
"331";"21974.00"
"332";"12724.59"
"333";"25752.67"
"334";"18785.95"
"335";"24271.71"
"336";"3368.63"
"337";"13568.99"
"338";"18425.51"
"339";"10428.62"
"340";"4625.45"
"341";"22839.28"
"342";"20261.13"
"343";"15159.28"
"344";"7189.32"
"345";"9593.27"
"346";"2770.86"
"347";"11085.35"
"348";"6471.36"
"349";"8887.59"
"350";"12103.28"
"351";"9316.05"
"352";"5852.01"
"353";"17480.72"
"354";"24215.82"
"355";"9384.59"
"356";"3044.81"
"357";"14121.49"
"358";"5743.76"
"359";"17449.69"
"360";"9636.18"
"361";"16913.13"
"362";"15165.55"
"363";"13332.78"
"364";"9052.79"
"365";"4063.35"
"366";"19656.15"
"367";"2708.73"
"368";"1752.86"
"369";"25984.27"
"370";"14726.13"
"371";"15661.11"
"372";"24790.51"
"373";"22359.56"
"374";"17063.37"
"375";"23235.59"
"376";"18601.37"
"377";"7408.65"
"378";"4034.61"
"379";"16214.22"
"380";"17981.74"
"381";"17546.00"
"382";"11146.62"
"383";"12370.21"
"384";"11507.75"
"385";"10339.85"
"386";"20977.58"
"387";"5710.20"
"388";"15378.19"
"389";"11722.85"
"390";"25485.86"
"391";"15900.69"
"392";"24583.78"
"393";"25345.38"
"394";"26249.95"
"395";"15689.40"
"396";"24257.28"
"397";"3391.43"
"398";"26113.85"
"399";"4329.61"
"400";"4259.87"
"401";"14192.71"
"402";"23218.98"
"403";"13737.83"
"404";"13633.65"
"405";"26919.85"
"406";"18997.12"
"407";"16209.69"
"408";"11615.32"
"409";"10428.15"
"410";"12995.14"
"411";"14562.65"
"412";"1803.88"
"413";"24289.44"
"414";"23012.80"
"415";"18624.12"
"416";"9954.92"
"417";"2030.37"
"418";"5306.57"
"419";"10356.55"
"420";"2579.39"
"421";"20083.92"
"422";"26728.65"
"423";"19615.13"
"424";"3352.58"
"425";"18182.98"
"426";"13073.51"
"427";"13245.09"
"428";"12800.67"
"429";"5736.61"
"430";"12994.69"
"431";"2827.46"
"432";"13574.73"
"433";"18910.29"
"434";"9299.12"
"435";"21536.41"
"436";"21687.09"
"437";"22384.27"
"438";"25260.39"
"439";"21157.29"
"440";"8678.08"
"441";"21411.53"
"442";"13458.69"
"443";"7986.80"
"444";"15270.33"
"445";"2338.88"
"446";"25905.73"
"447";"24347.86"
"448";"10354.78"
"449";"8262.91"
"450";"14809.97"
"451";"17527.27"
"452";"15844.21"
"453";"24743.15"
"454";"22374.02"
"455";"17550.98"
"456";"16572.54"
"457";"22116.57"
"458";"6550.30"
"459";"15886.24"
"460";"24235.98"
"461";"20133.59"
"462";"16710.79"
"463";"25409.90"
"464";"20740.54"
"465";"7569.01"
"466";"10084.81"
"467";"11542.60"
"468";"9678.36"
"469";"7806.03"
"470";"18217.08"
"471";"23514.91"
"472";"7518.05"
"473";"14136.55"
"474";"6313.72"
"475";"15752.33"
"476";"17970.69"
"477";"23916.65"
"478";"10677.69"
"479";"3206.50"
"480";"18541.91"
"481";"20309.09"
"482";"25122.36"
"483";"9177.76"
"484";"21878.33"
"485";"7248.46"
"486";"6205.58"
"487";"20579.57"
"488";"21471.27"
"489";"11874.32"
"490";"3438.16"
"491";"9811.71"
"492";"18832.80"
"493";"3159.32"
"494";"15276.61"
"495";"20414.53"
"496";"13849.59"
"497";"7716.88"
"498";"7905.97"
"499";"12371.30"
"500";"15218.59"
"501";"26250.93"
"502";"16734.27"
"503";"7569.21"
"504";"18587.77"
"505";"9126.92"
"506";"8188.66"
"507";"1572.14"
"508";"11612.65"
"509";"10181.68"
"510";"24926.96"
"511";"24241.88"
"512";"20548.58"
"513";"18538.10"
"514";"26960.55"
"515";"4111.28"
"516";"21283.47"
"517";"5990.41"
"518";"19453.14"
"519";"19475.71"
"520";"8691.85"
"521";"13139.30"
"522";"3218.13"
"523";"10308.79"
"524";"11331.81"
"525";"24075.07"
"526";"17933.03"
"527";"23693.00"
"528";"3266.31"
"529";"12368.55"
"530";"12726.79"
"531";"12640.55"
"532";"9292.03"
"533";"19441.23"
"534";"6998.28"
"535";"10828.33"
"536";"19450.06"
"537";"2636.08"
"538";"11904.68"
"539";"10871.21"
"540";"7034.14"
"541";"3160.79"
"542";"20875.23"
"543";"4422.13"
"544";"8844.82"
"545";"17957.08"
"546";"13173.16"
"547";"11955.54"
"548";"13728.97"
"549";"9629.91"
"550";"4099.35"
"551";"8275.32"
"552";"19436.30"
"553";"24691.26"
"554";"15942.01"
"555";"12910.30"
"556";"22805.39"
"557";"18711.91"
"558";"12790.89"
"559";"26427.07"
"560";"3122.33"
"561";"2362.16"
"562";"6041.92"
"563";"25165.69"
"564";"5060.11"
"565";"11356.00"
"566";"10936.73"
"567";"6447.38"
"568";"8848.89"
"569";"1862.97"
"570";"20634.96"
"571";"13704.52"
"572";"17270.88"
"573";"12857.28"
"574";"2901.96"
"575";"16103.33"
"576";"9563.69"
"577";"12694.78"
"578";"16457.62"
"579";"18674.00"
"580";"12416.77"
"581";"21237.15"
"582";"17547.48"
"583";"11014.13"
"584";"11951.23"
"585";"11454.46"
"586";"19068.11"
"587";"7943.09"
"588";"21683.41"
"589";"13531.96"
"590";"22910.77"
"591";"22515.83"
"592";"17854.49"
"593";"9931.39"
"594";"16596.57"
"595";"15162.05"
"596";"10069.88"
"597";"10642.94"
"598";"23383.76"
"599";"6371.01"
"600";"17219.22"
"601";"24230.93"
"602";"4020.52"
"603";"22979.71"
"604";"7978.84"
"605";"4525.46"
"606";"15967.97"
"607";"18871.26"
"608";"20539.91"
"609";"5036.06"
"610";"3966.94"
"611";"20361.93"
"612";"11417.40"
"613";"25129.66"
"614";"14153.57"
"615";"9446.96"
"616";"18595.19"
"617";"13078.94"
"618";"17782.55"
"619";"18833.79"
"620";"6640.61"
"621";"5804.79"
"622";"19393.75"
"623";"7595.52"
"624";"5289.84"
"625";"14334.21"
"626";"12016.13"
"627";"24509.50"
"628";"25896.32"
"629";"23276.63"
"630";"3994.59"
"631";"16975.94"
"632";"26045.13"
"633";"9022.80"
"634";"25500.76"
"635";"9146.40"
"636";"18850.50"
"637";"20418.54"
"638";"8086.20"
"639";"23683.29"
"640";"11131.84"
"641";"18250.84"
"642";"26507.12"
"643";"2223.80"
"644";"22355.86"
"645";"25896.23"
"646";"16016.07"
"647";"16164.20"
"648";"2115.84"
"649";"2090.64"
"650";"14301.04"
"651";"20757.50"
"652";"25047.04"
"653";"11634.92"
"654";"4560.99"
"655";"22548.36"
"656";"19276.28"
"657";"7061.88"
"658";"26175.66"
"659";"15892.08"
"660";"8871.37"
"661";"17567.31"
"662";"5160.10"
"663";"5442.80"
"664";"15102.48"
"665";"9202.29"
"666";"14496.42"
"667";"17111.43"
"668";"7324.59"
"669";"20541.12"
"670";"15585.72"
"671";"14191.67"
"672";"24899.28"
"673";"2462.39"
"674";"4001.36"
"675";"2832.56"
"676";"16467.33"
"677";"7151.34"
"678";"13826.79"
"679";"15529.96"
"680";"26431.27"
"681";"19337.10"
"682";"20367.22"
"683";"26354.09"
"684";"3708.88"
"685";"2115.84"
"686";"15277.74"
"687";"17547.10"
"688";"16987.51"
"689";"23987.84"
"690";"12505.27"
"691";"15308.80"
"692";"2533.86"
"693";"9131.30"
"694";"26564.55"
"695";"16274.72"
"696";"20507.11"
"697";"8620.37"
"698";"7844.97"
"699";"8508.12"
"700";"5747.08"
"701";"22775.09"
"702";"13336.84"
"703";"11256.11"
"704";"15013.42"
"705";"25704.14"
"706";"14125.15"
"707";"14127.26"
"708";"17241.53"
"709";"25083.37"
"710";"13408.08"
"711";"19866.57"
"712";"14289.49"
"713";"20062.18"
"714";"25011.43"
"715";"19361.72"
"716";"19519.91"
"717";"13290.66"
"718";"15011.89"
"719";"7811.74"
"720";"3014.34"
"721";"3770.33"
"722";"11175.23"
"723";"11898.07"
"724";"3053.15"
"725";"26478.95"
"726";"9800.63"
"727";"25112.58"
"728";"20257.20"
"729";"18375.67"
"730";"19112.03"
"731";"22021.97"
"732";"11831.93"
"733";"23108.00"
"734";"8994.16"
"735";"18051.58"
"736";"24435.46"
"737";"7936.64"
"738";"18737.15"
"739";"21403.37"
"740";"25711.41"
"741";"19320.82"
"742";"25225.96"
"743";"19581.26"
"744";"9998.30"
"745";"22046.96"
"746";"25061.08"
"747";"13728.54"
"748";"11166.10"
"749";"3512.79"
"750";"22093.34"
"751";"19916.75"
"752";"26590.52"
"753";"21786.03"
"754";"1728.09"
"755";"4817.37"
"756";"12108.80"
"757";"15865.40"
"758";"12053.74"
"759";"17071.38"
"760";"15696.09"
"761";"15570.31"
"762";"9598.01"
"763";"24711.48"
"764";"9168.34"
"765";"7996.42"
"766";"25756.22"
"767";"15088.86"
"768";"21314.01"
"769";"13101.20"
"770";"6905.73"
"771";"23055.47"
"772";"11997.14"
"773";"2066.12"
"774";"21860.56"
"775";"14131.04"
"776";"10890.01"
"777";"5227.45"
"778";"11639.39"
"779";"9293.97"
"780";"6084.75"
"781";"4841.71"
"782";"5340.37"
"783";"26850.49"
"784";"12190.45"
"785";"4400.94"
"786";"11510.65"
"787";"13430.15"
"788";"15933.03"
"789";"10721.33"
"790";"18836.57"
"791";"5508.15"
"792";"1902.57"
"793";"22795.96"
"794";"6108.25"
"795";"1814.03"
"796";"21919.26"
"797";"18657.97"
"798";"23088.48"
"799";"17280.88"
"800";"15160.74"
"801";"23912.33"
"802";"24166.98"
"803";"17660.07"
"804";"20445.95"
"805";"20199.71"
"806";"8410.67"
"807";"13453.05"
"808";"13827.96"
"809";"6060.20"
"810";"14242.90"
"811";"18341.66"
"812";"21806.87"
"813";"20984.07"
"814";"10103.82"
"815";"12856.00"
"816";"11865.89"
"817";"11535.57"
"818";"25618.63"
"819";"13233.87"
"820";"9652.76"
"821";"26620.90"
"822";"2369.46"
"823";"16036.04"
"824";"19263.97"
"825";"17800.07"
"826";"6704.65"
"827";"24966.94"
"828";"2946.76"
"829";"19640.72"
"830";"18903.73"
"831";"10100.05"
"832";"1609.73"
"833";"12432.28"
"834";"22307.37"
"835";"20666.65"
"836";"10959.16"
"837";"9941.94"
"838";"26669.19"
"839";"14044.09"
"840";"8232.81"
"841";"20162.46"
"842";"5157.92"
"843";"15511.67"
"844";"22709.88"
"845";"8441.54"
"846";"7225.54"
"847";"3338.66"
"848";"17001.51"
"849";"7235.13"
"850";"25727.83"
"851";"14567.12"
"852";"11031.84"
"853";"3913.29"
"854";"20124.29"
"855";"26437.50"
"856";"19776.91"
"857";"13784.12"
"858";"19624.70"
"859";"6737.94"
"860";"10200.78"
"861";"11085.09"
"862";"17742.50"
"863";"24564.10"
"864";"5042.65"
"865";"2976.80"
"866";"24174.81"
"867";"2644.94"
"868";"4018.75"
"869";"24426.02"
"870";"20413.77"
"871";"18279.30"
"872";"15795.83"
"873";"4701.24"
"874";"25816.89"
"875";"7941.25"
"876";"10016.73"
"877";"8685.73"
"878";"23226.90"
"879";"24398.64"
"880";"3302.95"
"881";"11891.91"
"882";"22930.01"
"883";"16305.40"
"884";"2772.60"
"885";"18612.88"
"886";"13261.02"
"887";"6317.20"
"888";"1693.73"
"889";"5507.77"
"890";"9794.12"
"891";"12245.02"
"892";"10799.74"
"893";"16606.11"
"894";"23226.70"
"895";"24192.12"
"896";"16605.75"
"897";"9977.68"
"898";"4801.01"
"899";"4219.46"
"900";"5576.93"
"901";"14087.40"
"902";"22347.37"
"903";"26910.76"
"904";"6073.14"
"905";"14606.28"
"906";"1520.57"
"907";"25840.63"
"908";"24819.05"
"909";"2791.93"
"910";"13693.23"
"911";"8532.95"
"912";"6632.07"
"913";"1636.92"
"914";"6230.62"
"915";"15428.60"
"916";"17527.16"
"917";"7902.96"
"918";"4288.89"
"919";"9690.99"
"920";"24189.17"
"921";"6250.17"
"922";"18685.06"
"923";"21774.67"
"924";"1531.41"
"925";"7905.08"
"926";"19597.24"
"927";"4946.43"
"928";"8592.13"
"929";"22647.63"
"930";"12149.78"
"931";"16215.52"
"932";"7322.97"
"933";"4841.68"
"934";"22116.31"
"935";"14133.70"
"936";"7429.36"
"937";"3726.47"
"938";"5217.20"
"939";"12099.44"
"940";"23021.26"
"941";"12291.68"
"942";"20680.74"
"943";"25124.77"
"944";"10147.18"
"945";"11962.84"
"946";"12496.87"
"947";"11562.12"
"948";"8802.71"
"949";"4957.15"
"950";"18337.71"
"951";"13268.63"
"952";"24151.45"
"953";"5886.68"
"954";"21732.76"
"955";"10503.42"
"956";"5448.76"
"957";"3666.36"
"958";"1509.88"
"959";"17234.44"
"960";"4285.36"
"961";"13230.57"
"962";"16679.33"
"963";"24647.49"
"964";"18287.61"
"965";"9996.48"
"966";"6912.88"
"967";"16457.97"
"968";"12549.92"
"969";"3395.80"
"970";"2476.61"
"971";"14266.55"
"972";"17252.33"
"973";"24259.98"
"974";"25371.48"
"975";"14688.73"
"976";"16850.98"
"977";"14994.01"
"978";"14915.84"
"979";"7246.21"
"980";"12204.25"
"981";"20605.26"
"982";"12936.66"
"983";"20792.91"
"984";"22181.29"
"985";"11595.34"
"986";"25946.40"
"987";"21147.99"
"988";"15988.35"
"989";"23297.32"
"990";"20623.07"
"991";"4722.92"
"992";"24084.82"
"993";"17671.75"
"994";"2897.16"
"995";"3706.82"
"996";"4033.80"
"997";"17035.93"
"998";"22713.78"
"999";"17924.68"
"1000";"3104.04"
"1001";"13996.87"
"1002";"3718.72"
"1003";"13339.79"
"1004";"17610.59"
"1005";"5197.95"
"1006";"3459.32"
"1007";"16241.13"
"1008";"18622.40"
"1009";"24020.24"
"1010";"18277.01"
"1011";"25720.79"
"1012";"4031.87"
"1013";"20199.99"
"1014";"23086.30"
"1015";"12027.09"
"1016";"18810.12"
"1017";"15042.85"
"1018";"17431.27"
"1019";"11465.61"
"1020";"22201.08"
"1021";"20075.31"
"1022";"24003.09"
"1023";"21926.05"
"1024";"9752.61"
"1025";"25868.26"
"1026";"3668.46"
"1027";"20171.62"
"1028";"3553.04"
"1029";"24587.04"
"1030";"17413.91"
"1031";"4847.13"
"1032";"14209.97"
"1033";"24020.20"
"1034";"8350.78"
"1035";"13032.59"
"1036";"17870.14"
"1037";"20232.59"
"1038";"5929.77"
"1039";"24164.70"
"1040";"2777.52"
"1041";"14422.54"
"1042";"2996.82"
"1043";"22847.98"
"1044";"26448.81"
"1045";"19933.09"
"1046";"6982.71"
"1047";"21880.44"
"1048";"17465.57"
"1049";"25946.05"
"1050";"25993.51"
"1051";"17474.63"
"1052";"25631.92"
"1053";"8969.70"
"1054";"15388.38"
"1055";"1713.09"
"1056";"16174.93"
"1057";"8282.25"
"1058";"22182.54"
"1059";"20198.77"
"1060";"1803.05"
"1061";"20252.15"
"1062";"13202.21"
"1063";"5026.27"
"1064";"11299.00"
"1065";"15506.98"
"1066";"15219.59"
"1067";"18745.08"
"1068";"23359.00"
"1069";"19587.94"
"1070";"24589.75"
"1071";"24821.53"
"1072";"17368.28"
"1073";"18677.67"
"1074";"21123.39"
"1075";"23924.98"
"1076";"25032.74"
"1077";"6157.82"
"1078";"2880.46"
"1079";"16567.84"
"1080";"24619.88"
"1081";"1620.26"
"1082";"17393.41"
"1083";"9982.35"
"1084";"20127.28"
"1085";"4155.22"
"1086";"14084.88"
"1087";"26117.81"
"1088";"5057.52"
"1089";"22144.86"
"1090";"25430.22"
"1091";"20043.38"
"1092";"2193.66"
"1093";"21400.03"
"1094";"14917.91"
"1095";"20244.92"
"1096";"26785.38"
"1097";"12422.35"
"1098";"12398.54"
"1099";"14284.60"
"1100";"7569.35"
"1101";"5832.54"
"1102";"1911.44"
"1103";"23068.55"
"1104";"4503.38"
"1105";"8304.21"
"1106";"16538.61"
"1107";"24992.06"
"1108";"22474.63"
"1109";"5853.81"
"1110";"4312.49"
"1111";"6928.16"
"1112";"8238.35"
"1113";"21054.41"
"1114";"19886.84"
"1115";"10125.23"
"1116";"18667.94"
"1117";"15722.23"
"1118";"8460.49"
"1119";"8337.83"
"1120";"14419.38"
"1121";"22740.47"
"1122";"2821.29"
"1123";"14009.34"
"1124";"17402.68"
"1125";"15714.26"
"1126";"9260.11"
"1127";"3282.18"
"1128";"15324.06"
"1129";"13305.39"
"1130";"10913.50"
"1131";"3608.20"
"1132";"6328.64"
"1133";"17178.93"
"1134";"9674.11"
"1135";"7080.66"
"1136";"6941.58"
"1137";"21707.67"
"1138";"2117.51"
"1139";"15036.86"
"1140";"3923.44"
"1141";"14390.33"
"1142";"24879.82"
"1143";"26270.48"
"1144";"26729.90"
"1145";"23044.75"
"1146";"26662.39"
"1147";"1984.87"
"1148";"17127.14"
"1149";"2097.20"
"1150";"2977.76"
"1151";"1929.18"
"1152";"17122.65"
"1153";"6642.38"
"1154";"4577.58"
"1155";"14775.10"
"1156";"21166.84"
"1157";"11300.90"
"1158";"21024.49"
"1159";"7561.08"
"1160";"19854.04"
"1161";"12087.47"
"1162";"5630.45"
"1163";"10162.32"
"1164";"26731.39"
"1165";"26876.48"
"1166";"17945.10"
"1167";"26355.09"
"1168";"24565.76"
"1169";"3765.27"
"1170";"4750.13"
"1171";"15503.16"
"1172";"15498.98"
"1173";"12921.14"
"1174";"8250.08"
"1175";"2413.82"
"1176";"19562.34"
"1177";"15934.35"
"1178";"25302.63"
"1179";"21931.10"
"1180";"1927.06"
"1181";"25788.44"
"1182";"16261.38"
"1183";"26088.13"
"1184";"24728.76"
"1185";"6574.28"
"1186";"23754.32"
"1187";"6730.13"
"1188";"21991.63"
"1189";"24293.55"
"1190";"12401.42"
"1191";"21307.75"
"1192";"12667.30"
"1193";"15641.61"
"1194";"4095.66"
"1195";"5222.47"
"1196";"19568.13"
"1197";"19108.50"
"1198";"6714.58"
"1199";"19581.99"
"1200";"13214.22"
"1201";"15849.63"
"1202";"12022.69"
"1203";"17332.22"
"1204";"25409.11"
"1205";"2775.77"
"1206";"9441.17"
"1207";"17537.46"
"1208";"16663.01"
"1209";"22579.33"
"1210";"18143.78"
"1211";"7354.47"
"1212";"21535.93"
"1213";"15751.12"
"1214";"19411.23"
"1215";"2424.41"
"1216";"2626.87"
"1217";"19940.07"
"1218";"16699.19"
"1219";"26007.71"
"1220";"5059.27"
"1221";"19884.03"
"1222";"25672.66"
"1223";"19237.72"
"1224";"7528.63"
"1225";"9825.21"
"1226";"23782.69"
"1227";"13710.66"
"1228";"23396.22"
"1229";"26103.30"
"1230";"25690.50"
"1231";"16536.32"
"1232";"19734.52"
"1233";"11063.90"
"1234";"4254.30"
"1235";"16249.49"
"1236";"15248.78"
"1237";"14732.82"
"1238";"18114.62"
"1239";"22807.05"
"1240";"24979.01"
"1241";"16687.80"
"1242";"21244.97"
"1243";"14513.37"
"1244";"6534.92"
"1245";"9147.85"
"1246";"3352.46"
"1247";"10986.86"
"1248";"7802.60"
"1249";"6087.23"
"1250";"26518.39"
"1251";"22465.18"
"1252";"13709.26"
"1253";"6812.64"
"1254";"20233.01"
"1255";"22670.05"
"1256";"3793.88"
"1257";"24467.88"
"1258";"6133.19"
"1259";"25234.62"
"1260";"25759.62"
"1261";"13345.72"
"1262";"3753.13"
"1263";"6924.68"
"1264";"3647.71"
"1265";"15802.80"
"1266";"19967.25"
"1267";"14645.41"
"1268";"3912.07"
"1269";"12690.07"
"1270";"3338.24"
"1271";"26059.95"
"1272";"15428.45"
"1273";"15555.08"
"1274";"3540.87"
"1275";"18499.95"
"1276";"2669.81"
"1277";"5518.35"
"1278";"14702.28"
"1279";"12009.24"
"1280";"14376.55"
"1281";"12410.06"
"1282";"17774.30"
"1283";"19079.19"
"1284";"23202.03"
"1285";"11947.22"
"1286";"4740.65"
"1287";"26101.02"
"1288";"26746.71"
"1289";"15809.25"
"1290";"14295.74"
"1291";"16187.76"
"1292";"19406.52"
"1293";"16094.27"
"1294";"3473.43"
"1295";"10286.12"
"1296";"6582.00"
"1297";"18810.17"
"1298";"3010.16"
"1299";"5904.66"
"1300";"2494.43"
"1301";"11612.92"
"1302";"7765.41"
"1303";"10252.76"
"1304";"24936.84"
"1305";"10144.53"
"1306";"8504.08"
"1307";"6127.95"
"1308";"5017.14"
"1309";"14980.72"
"1310";"12449.36"
"1311";"2491.99"
"1312";"20913.33"
"1313";"16206.07"
"1314";"3372.60"
"1315";"3992.70"
"1316";"14020.30"
"1317";"3181.67"
"1318";"11509.66"
"1319";"21195.28"
"1320";"19942.02"
"1321";"24835.65"
"1322";"11294.56"
"1323";"17494.81"
"1324";"15854.46"
"1325";"21843.80"
"1326";"21222.70"
"1327";"9022.00"
"1328";"10769.00"
"1329";"10713.05"
"1330";"22100.67"
"1331";"23151.46"
"1332";"3624.76"
"1333";"6641.27"
"1334";"9569.97"
"1335";"2106.13"
"1336";"7250.46"
"1337";"15756.46"
"1338";"18002.23"
"1339";"13869.57"
"1340";"8545.94"
"1341";"5637.85"
"1342";"13228.78"
"1343";"9710.28"
"1344";"9992.36"
"1345";"1722.96"
"1346";"10142.88"
"1347";"2605.59"
"1348";"16146.19"
"1349";"4283.30"
"1350";"4831.34"
"1351";"10552.83"
"1352";"17646.55"
"1353";"25496.97"
"1354";"10920.82"
"1355";"13218.95"
"1356";"11910.24"
"1357";"12725.35"
"1358";"2147.24"
"1359";"4662.23"
"1360";"11845.89"
"1361";"25604.58"
